招生单位,考试方式,院系所,专业,学习方式,研究方向,指导老师,拟招人数,政治,外语,业务课一,业务课二
(10594)广西科技大学,统考,(002)电气电子与计算机科学学院,(081100)控制科学与工程,全日制,(00)不区分研究方向,不区分导师,专业：40(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(803)自动控制原理
(10590)深圳大学,统考,(169)广东省电磁控制与智能机器人重点实验室,(081100)控制科学与工程,全日制,(01)智能机器人、智能感知与智能控制,请登录https://yz.szu.edu.cn查看。,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(904)自动控制原理
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(02)智能机器人与自主无人系统；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(04)智能电力电子理论及技术；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(01)智能控制理论及应用；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(05)复杂系统安全与控制理论及应用；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(03)无线电能传输理论及技术；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(08)智能感知、控制与决策；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(06)人工智能与大数据分析技术；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(07)智慧交通、智能汽车与自动驾驶；,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10611)重庆大学,统考,(013)自动化学院,(081100)控制科学与工程,全日制,(09)大数据分析与智能系统,请查阅我校研究生招生信息网,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(844)自动控制原理二
(10595)桂林电子科技大学,统考,(008)电子工程与自动化学院,(081100)控制科学与工程,全日制,(01)控制理论与控制工程,不区分,专业：20(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(808)自动控制原理
(10595)桂林电子科技大学,统考,(008)电子工程与自动化学院,(081100)控制科学与工程,全日制,(03)系统工程,不区分,专业：20(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(808)自动控制原理
(10595)桂林电子科技大学,统考,(008)电子工程与自动化学院,(081100)控制科学与工程,全日制,(04)模式识别与智能系统,不区分,专业：20(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(808)自动控制原理
(11349)五邑大学,统考,(004)智能制造学部,(081103)系统工程,全日制,(02)工业互联网信息系统工程,余文华、贾旭东、李霆、 董超俊、王洪涛、李俊华、梁新荣、 黄辉、李澄非、叶涛、许弢、 曾志强、罗兵、洪智勇、何国辉 、吴明芬、陈涛、高乐、李少勇、邢润丹,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081103)系统工程,全日制,(01)智能制造系统建模与分析,余文华、贾旭东、李霆、 董超俊、王洪涛、李俊华、梁新荣、 黄辉、李澄非、叶涛、许弢、 曾志强、罗兵、洪智勇、何国辉 、吴明芬、陈涛、高乐、李少勇、邢润丹,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(10595)桂林电子科技大学,统考,(008)电子工程与自动化学院,(081100)控制科学与工程,全日制,(02)检测技术与自动化装置,不区分,专业：20(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(808)自动控制原理
(11349)五邑大学,统考,(004)智能制造学部,(081103)系统工程,全日制,(03)自主智能系统与控制,余文华、贾旭东、李霆、 董超俊、王洪涛、李俊华、梁新荣、 黄辉、李澄非、叶涛、许弢、 曾志强、罗兵、洪智勇、何国辉 、吴明芬、陈涛、高乐、李少勇、邢润丹,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081104)模式识别与智能系统,全日制,(01)智能控制技术,余文华、贾旭东、崔  岩、李  霆、王洪涛、董超俊、李俊华、陈创泉、许  弢 、林卓胜、梁新荣、 黄  辉、李澄非、 叶  涛 、曾志强 、邓辅秦 、 洪智勇、 何国辉、吴明芬、  陈  涛、高  乐、李少勇、邢润丹、李  嘉,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081104)模式识别与智能系统,全日制,(02)智能系统,余文华、贾旭东、崔  岩、李  霆、王洪涛、董超俊、李俊华、陈创泉、许  弢 、林卓胜、梁新荣、 黄  辉、李澄非、 叶  涛 、曾志强 、邓辅秦 、 洪智勇、 何国辉、吴明芬、  陈  涛、高  乐、李少勇、邢润丹、李  嘉,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081104)模式识别与智能系统,全日制,(03)类脑计算与混合智能,余文华、贾旭东、崔  岩、李  霆、王洪涛、董超俊、李俊华、陈创泉、许  弢 、林卓胜、梁新荣、 黄  辉、李澄非、 叶  涛 、曾志强 、邓辅秦 、 洪智勇、 何国辉、吴明芬、  陈  涛、高  乐、李少勇、邢润丹、李  嘉,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081104)模式识别与智能系统,全日制,(04)电气设备故障监测,余文华、贾旭东、崔  岩、李  霆、王洪涛、董超俊、李俊华、陈创泉、许  弢 、林卓胜、梁新荣、 黄  辉、李澄非、 叶  涛 、曾志强 、邓辅秦 、 洪智勇、 何国辉、吴明芬、  陈  涛、高  乐、李少勇、邢润丹、李  嘉,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
(11349)五邑大学,统考,(004)智能制造学部,(081104)模式识别与智能系统,全日制,(05)人工智能与大数据,余文华、贾旭东、崔  岩、李  霆、王洪涛、董超俊、李俊华、陈创泉、许  弢 、林卓胜、梁新荣、 黄  辉、李澄非、 叶  涛 、曾志强 、邓辅秦 、 洪智勇、 何国辉、吴明芬、  陈  涛、高  乐、李少勇、邢润丹、李  嘉,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(809)C语言程序设计
