招生单位,考试方式,院系所,专业,学习方式,研究方向,指导老师,拟招人数,政治,外语,业务课一,业务课二
(10054)华北电力大学,统考,(005)新能源学院,(085807)(专业学位)清洁能源技术,全日制,(01)风电机组技术,,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(851)新能源理化基础
(10054)华北电力大学,统考,(005)新能源学院,(085807)(专业学位)清洁能源技术,全日制,(05)太阳电池材料及器件,,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(851)新能源理化基础
(10054)华北电力大学,统考,(005)新能源学院,(085807)(专业学位)清洁能源技术,全日制,(06)智能光伏发电技术及应用,,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(851)新能源理化基础
(10054)华北电力大学,统考,(005)新能源学院,(085807)(专业学位)清洁能源技术,全日制,(08)新能源转换材料与器件设计制备,,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(851)新能源理化基础
(10054)华北电力大学,统考,(006)核科学与工程学院,(085803)(专业学位)核能工程,全日制,(01)核能科学与工程,,专业：24(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)核电厂系统与设备
(10054)华北电力大学,统考,(005)新能源学院,(085807)(专业学位)清洁能源技术,全日制,(07)新能源存储材料与器件设计制备,,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(851)新能源理化基础
(10054)华北电力大学,统考,(006)核科学与工程学院,(085803)(专业学位)核能工程,全日制,(04)辐射防护与环境保护,,专业：24(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)核电厂系统与设备
(10054)华北电力大学,统考,(006)核科学与工程学院,(085803)(专业学位)核能工程,全日制,(02)核燃料循环与材料,,专业：24(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)核电厂系统与设备
(10054)华北电力大学,统考,(006)核科学与工程学院,(085803)(专业学位)核能工程,全日制,(03)核技术及应用,,专业：24(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)核电厂系统与设备
(91006)陆军装甲兵学院,统考,(001)车辆工程系,(085802)(专业学位)动力工程,全日制,(01)装备动力总体技术,,专业：2(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(803)理论力学
(91006)陆军装甲兵学院,统考,(001)车辆工程系,(085802)(专业学位)动力工程,全日制,(02)装备动力系统运用,,专业：2(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(803)理论力学
(83801)中国铁道科学研究院,统考,(000)不分院系所,(085800)(专业学位)能源动力,全日制,(01)高速铁路牵引供电综合技术,,研究方向：6(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(803)电力电子学
(91011)陆军防化学院,统考,(000)不区分院系所,(085800)(专业学位)能源动力,全日制,(01)核爆炸监测,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(804)核辐射物理及探测学
(10056)天津大学,统考,(433)天津大学佐治亚理工深圳学院,(085800)(专业学位)能源动力,全日制,(01)电气工程,,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(811)电路
(10056)天津大学,统考,(201)机械工程学院,(085800)(专业学位)能源动力,全日制,(01)不区分研究方向,,专业：70(不含推免),(101)思想政治理论,(203)日语,(301)数学（一）,(829)热力学
(10056)天津大学,统考,(201)机械工程学院,(085800)(专业学位)能源动力,全日制,(01)不区分研究方向,,专业：70(不含推免),(101)思想政治理论,(204)英语（二）,(301)数学（一）,(829)热力学
(10056)天津大学,统考,(207)化工学院,(085800)(专业学位)能源动力,全日制,(01)化工过程机械,,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(826)化工原理
(10056)天津大学,统考,(234)电气自动化与信息工程学院,(085800)(专业学位)能源动力,全日制,(01)电气工程,,专业：70(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(811)电路
(91011)陆军防化学院,统考,(000)不区分院系所,(085800)(专业学位)能源动力,全日制,(02)核辐射监测,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(804)核辐射物理及探测学
(91011)陆军防化学院,统考,(000)不区分院系所,(085800)(专业学位)能源动力,全日制,(03)核电子学与探测器,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(804)核辐射物理及探测学
(91011)陆军防化学院,统考,(000)不区分院系所,(085800)(专业学位)能源动力,全日制,(04)核与辐射安全,,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(804)核辐射物理及探测学
(11413)中国矿业大学(北京),统考,(004)机电与信息工程学院,(085801)(专业学位)电气工程,全日制,(00)不区分研究方向,,研究方向：14(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(812)电路
(91006)陆军装甲兵学院,统考,(002)兵器与控制系,(085801)(专业学位)电气工程,全日制,(01)车辆综合电力系统及其自动化技术,,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)电气工程基础
(91006)陆军装甲兵学院,统考,(002)兵器与控制系,(085801)(专业学位)电气工程,全日制,(02)车辆电气电子系统维修技术,,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)电气工程基础
(14430)中国科学院大学,统考,(014)上海应用物理研究所,(085800)(专业学位)能源动力,全日制,(01)热能储存、传输和转换技术,,研究方向：2(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)热工基础
(14430)中国科学院大学,统考,(014)上海应用物理研究所,(085800)(专业学位)能源动力,全日制,(02)高温机械设备,,研究方向：2(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)机械设计
(14430)中国科学院大学,统考,(017)近代物理研究所,(085800)(专业学位)能源动力,全日制,(01)核能与核技术工程,"柴伟平,陈亮,陈志强,付芬,顾龙,关明智,韩瑞,皇世春,贾欢,金钱玉,李金阳,林平,骆鹏,牛小飞,彭天骥,齐新,钱东斌,万涛,王苍龙,王志军,武启,徐孟鑫,闫雪松,杨杰,杨阳阳,杨尧,杨永伟,杨自钦,原有进,张斌,张生虎,张雪荧,章学恒",专业：3(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)普通物理(乙)
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(01)热声发动机、交变流动换热,吴张华,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(02)制冷及低温工程,陈六彪,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(03)液态金属散热、生物传热,邓中山,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(05)大型低温制冷技术、氦气压缩技术,胡忠军,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(04)脉冲管制冷，交变流动,陈厚磊,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(07)气体吸附过程中若干现象的研究,卢峻峰,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
(14430)中国科学院大学,统考,(030)理化技术研究所,(085800)(专业学位)能源动力,全日制,(06)大型低温系统流程与控制技术、低温温度计量技术、热声技术,周刚,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(301)数学（一）,(814)热工基础
